hw;repl;events;rate;calc10_S_m;calc10_S_std;calc10_R_m;calc10_R_std;calc13_S_m;calc13_S_std;calc13_R_m;calc13_R_std;calc19_S_m;calc19_S_std;calc19_R_m;calc19_R_std;calc2_S_m;calc2_S_std;calc2_R_m;calc2_R_std;calc5_S_m;calc5_S_std;calc5_R_m;calc5_R_std;globalwindowaggregate16_S_m;globalwindowaggregate16_S_std;globalwindowaggregate16_R_m;globalwindowaggregate16_R_std;globalwindowaggregate8_S_m;globalwindowaggregate8_S_std;globalwindowaggregate8_R_m;globalwindowaggregate8_R_std;localwindowaggregate14_S_m;localwindowaggregate14_S_std;localwindowaggregate14_R_m;localwindowaggregate14_R_std;localwindowaggregate6_S_m;localwindowaggregate6_S_std;localwindowaggregate6_R_m;localwindowaggregate6_R_std;minibatchassigner12_S_m;minibatchassigner12_S_std;minibatchassigner12_R_m;minibatchassigner12_R_std;minibatchassigner4_S_m;minibatchassigner4_S_std;minibatchassigner4_R_m;minibatchassigner4_R_std;nexmarkq820writer_S_m;nexmarkq820writer_S_std;nexmarkq820writer_R_m;nexmarkq820writer_R_std;sourcedatagen1_S_m;sourcedatagen1_S_std;sourcedatagen1_R_m;sourcedatagen1_R_std;watermarkassigner11_S_m;watermarkassigner11_S_std;watermarkassigner11_R_m;watermarkassigner11_R_std;watermarkassigner3_S_m;watermarkassigner3_S_std;watermarkassigner3_R_m;watermarkassigner3_R_std;windowjoin18_S_m;windowjoin18_S_std;windowjoin18_R_m;windowjoin18_R_std
1-32;1;1000000;100000;0.076929;0.000000;0.080947;0.003279;0.017386;0.000000;0.017799;0.001904;0.002710;0.000023;0.002267;0.000272;0.067208;0.000000;0.068972;0.002729;0.012806;0.000000;0.013672;0.001691;0.007188;0.000078;0.009156;0.000943;0.009330;0.000040;0.011501;0.001211;0.007469;0.000025;0.009029;0.000934;0.007371;0.000031;0.007873;0.001100;0.021499;0.000000;0.024547;0.001138;0.018508;0.000000;0.019208;0.000855;0.002429;0.000021;0.003106;0.000398;0.937921;0.000002;0.938269;0.006659;0.024490;0.000000;0.025682;0.002266;0.020097;0.000000;0.022563;0.001509;0.008864;0.000054;0.008101;0.001059
1-32;1;2000000;200000;0.105179;0.000000;0.115661;0.002345;0.023726;0.000000;0.026230;0.001982;0.002135;0.000014;0.002833;0.000499;0.096305;0.000000;0.100127;0.004825;0.018308;0.000000;0.020266;0.001956;0.014868;0.000056;0.013816;0.003033;0.019657;0.000125;0.018061;0.002875;0.012604;0.000032;0.011187;0.000998;0.011738;0.000075;0.010233;0.001418;0.035963;0.000000;0.035753;0.001862;0.025314;0.000000;0.028978;0.001819;0.002320;0.000015;0.003214;0.000653;0.937926;0.000001;0.931222;0.007448;0.034842;0.000000;0.036678;0.002147;0.032507;0.000000;0.031652;0.002386;0.013497;0.000051;0.012692;0.001329
1-32;1;3000000;300000;0.153533;0.000000;0.145385;0.005332;0.039621;0.000000;0.035986;0.002376;0.003365;0.000015;0.002476;0.000274;0.137274;0.000000;0.128112;0.004242;0.032519;0.000000;0.025108;0.002961;0.018287;0.000050;0.018091;0.001312;0.021813;0.000056;0.022988;0.002712;0.015241;0.000028;0.012543;0.001271;0.010017;0.000026;0.012446;0.002680;0.054480;0.000000;0.048336;0.002500;0.043827;0.000000;0.037541;0.002787;0.002991;0.000014;0.002820;0.000220;0.937926;0.000001;0.928442;0.012280;0.051396;0.000000;0.048424;0.004008;0.048405;0.000000;0.042038;0.002004;0.013745;0.000032;0.016162;0.002080
1-32;1;4000000;400000;0.183097;0.000000;0.186209;0.006475;0.051432;0.000000;0.045321;0.003967;0.001494;0.000004;0.002616;0.000297;0.159812;0.000000;0.167626;0.007676;0.035909;0.000000;0.034633;0.003509;0.019974;0.000061;0.019297;0.002984;0.025315;0.000043;0.026066;0.003180;0.015608;0.000045;0.014328;0.001199;0.011957;0.000020;0.013225;0.002254;0.064710;0.000000;0.060710;0.004591;0.054424;0.000000;0.049631;0.004025;0.002708;0.000008;0.002951;0.000362;0.937926;0.000000;0.929551;0.010511;0.069386;0.000000;0.060022;0.003754;0.058539;0.000000;0.052855;0.002971;0.017370;0.000037;0.018779;0.001670
1-32;1;5000000;500000;0.203881;0.000000;0.211682;0.012039;0.051391;0.000000;0.050806;0.005694;0.003081;0.000013;0.002927;0.000819;0.192668;0.000000;0.192493;0.012090;0.040458;0.000000;0.038021;0.006034;0.023220;0.000093;0.022120;0.004077;0.031727;0.000069;0.030384;0.004943;0.015233;0.000016;0.016415;0.001625;0.014881;0.000032;0.016212;0.002451;0.075404;0.000000;0.069656;0.006041;0.056156;0.000000;0.054133;0.006962;0.003174;0.000013;0.002920;0.000406;0.937926;0.000001;0.919990;0.009655;0.069985;0.000000;0.070777;0.006964;0.066341;0.000000;0.060218;0.004792;0.023214;0.000055;0.024134;0.003076
1-32;1;6000000;600000;0.266844;0.000000;0.245915;0.010425;0.072249;0.000000;0.058959;0.005682;0.003180;0.000011;0.003215;0.000458;0.246936;0.000000;0.223640;0.014298;0.059631;0.000000;0.045821;0.004717;0.029217;0.000126;0.025519;0.003215;0.039538;0.000161;0.035925;0.005130;0.024031;0.000051;0.018489;0.002561;0.023087;0.000094;0.017439;0.001699;0.093652;0.000000;0.080635;0.006337;0.080941;0.000000;0.065150;0.005786;0.004209;0.000014;0.003270;0.000564;0.937926;0.000000;0.916122;0.011175;0.095709;0.000000;0.084110;0.007359;0.081876;0.000000;0.070102;0.006154;0.028995;0.000099;0.029391;0.004125
1-32;1;7000000;700000;0.262279;0.000000;0.274184;0.012334;0.062977;0.000000;0.063390;0.006808;0.004580;0.000015;0.003596;0.000463;0.246301;0.000000;0.250085;0.015930;0.049335;0.000000;0.050842;0.005488;0.028732;0.000106;0.026869;0.003049;0.037184;0.000038;0.037081;0.001499;0.021019;0.000020;0.020274;0.001943;0.023918;0.000024;0.018397;0.002686;0.086523;0.000000;0.087122;0.007321;0.073348;0.000000;0.072494;0.006827;0.003646;0.000012;0.003195;0.000332;0.937926;0.000001;0.914549;0.008804;0.090728;0.000000;0.091975;0.006461;0.073255;0.000000;0.074156;0.005831;0.034363;0.000059;0.030146;0.002439
1-32;1;8000000;800000;0.292786;0.000000;0.301494;0.012844;0.072191;0.000000;0.072803;0.005680;0.005891;0.000013;0.003988;0.000411;0.277731;0.000000;0.283769;0.010813;0.050309;0.000000;0.057626;0.005370;0.026544;0.000069;0.030045;0.003260;0.036873;0.000100;0.043085;0.003844;0.018626;0.000018;0.021562;0.002377;0.020870;0.000056;0.020373;0.002227;0.098842;0.000000;0.098859;0.006493;0.078737;0.000000;0.081374;0.005290;0.003834;0.000009;0.003406;0.000391;0.937925;0.000001;0.915694;0.005732;0.093793;0.000000;0.103049;0.003769;0.080514;0.000000;0.085322;0.003113;0.036201;0.000077;0.034945;0.002727
1-32;1;9000000;900000;0.342549;0.000000;0.328062;0.018079;0.090749;0.000000;0.081652;0.006219;0.003359;0.000006;0.004102;0.000951;0.333400;0.000000;0.312000;0.023737;0.071516;0.000000;0.062318;0.006900;0.034507;0.000094;0.032517;0.003476;0.044976;0.000119;0.048230;0.004697;0.024306;0.000019;0.025572;0.002551;0.020809;0.000055;0.023758;0.002532;0.119785;0.000000;0.113464;0.006418;0.104287;0.000000;0.089708;0.006242;0.003173;0.000005;0.003541;0.000417;0.937926;0.000000;0.912499;0.019034;0.125947;0.000000;0.118473;0.006812;0.105874;0.000000;0.092141;0.006345;0.036419;0.000081;0.041207;0.002284
1-32;1;10000000;1000000;0.366172;0.000000;0.359421;0.014804;0.090917;0.000000;0.092079;0.003936;0.004364;0.000014;0.004720;0.000977;0.350215;0.000000;0.340324;0.012253;0.075980;0.000000;0.075355;0.010132;0.030856;0.000032;0.035630;0.004880;0.043381;0.000047;0.050907;0.006041;0.024687;0.000036;0.024481;0.002370;0.020343;0.000022;0.020989;0.003953;0.121532;0.000000;0.124108;0.006776;0.100658;0.000000;0.103688;0.009133;0.003157;0.000010;0.003752;0.000755;0.937926;0.000001;0.905123;0.017408;0.117450;0.000000;0.132433;0.010246;0.104461;0.000000;0.104806;0.006053;0.044642;0.000044;0.044360;0.004118
