hw;repl;events;rate;calc10_S_m;calc10_S_std;calc10_R_m;calc10_R_std;calc2_S_m;calc2_S_std;calc2_R_m;calc2_R_std;calc5_S_m;calc5_S_std;calc5_R_m;calc5_R_std;calc7_S_m;calc7_S_std;calc7_R_m;calc7_R_std;join9_S_m;join9_S_std;join9_R_m;join9_R_std;minibatchassigner4_S_m;minibatchassigner4_S_std;minibatchassigner4_R_m;minibatchassigner4_R_std;nexmarkq311writer_S_m;nexmarkq311writer_S_std;nexmarkq311writer_R_m;nexmarkq311writer_R_std;sourcedatagen1_S_m;sourcedatagen1_S_std;sourcedatagen1_R_m;sourcedatagen1_R_std;watermarkassigner3_S_m;watermarkassigner3_S_std;watermarkassigner3_R_m;watermarkassigner3_R_std
1-32;1;2000000;200000;0.000478;0.925555;0.008458;0.942113;0.004157;0.934103;0.005510;0.925724;0.003002;0.976932;0.006388;0.948344;0.000511;0.924830;0.005153;0.994652;0.005098;0.956678
1-32;1;3000000;300000;0.000636;0.662858;0.004805;0.975116;0.004662;0.971081;0.009139;0.901379;0.002753;0.916113;0.003925;0.991746;0.000249;0.986678;0.005734;0.994291;0.012322;0.903655
1-32;1;4000000;400000;0.000243;0.994709;0.008733;0.976067;0.009469;0.919868;0.012711;0.895724;0.001938;0.965166;0.014426;0.935192;0.000338;0.883178;0.007362;0.992584;0.006900;0.974970
1-32;1;5000000;500000;0.000465;0.910110;0.026098;0.903443;0.016288;0.880205;0.023097;0.831417;0.008712;0.998351;0.021293;0.907464;0.000313;0.991128;0.007714;0.992204;0.020134;0.890882
1-32;1;6000000;600000;0.000550;0.792602;0.022501;0.920328;0.015169;0.900151;0.011282;0.935492;0.009237;0.814379;0.016497;0.940474;0.000607;0.749310;0.009418;0.990519;0.009961;0.954535
1-32;1;7000000;700000;0.001491;0.566475;0.012586;0.966486;0.015024;0.914364;0.012104;0.935499;0.008100;0.976952;0.014095;0.956074;0.000679;0.977425;0.008336;0.991703;0.007736;0.969553
1-32;1;8000000;800000;0.000732;0.991508;0.024524;0.935573;0.012261;0.937398;0.014135;0.932139;0.009341;0.856312;0.012025;0.967105;0.000638;0.958402;0.009084;0.990850;0.006546;0.983071
1-32;1;9000000;900000;0.000681;0.816802;0.016334;0.963616;0.024503;0.871297;0.026643;0.864407;0.005772;0.927914;0.025763;0.929818;0.000377;0.927493;0.010570;0.989258;0.017554;0.942990
1-32;1;10000000;1000000;0.000572;0.911973;0.018500;0.961600;0.013463;0.942726;0.012803;0.946048;0.002469;0.971559;0.011018;0.987824;0.000828;0.713248;0.011595;0.988239;0.015362;0.950840
1-32;1;100000000;10000000;0.000788;0.743870;0.044100;0.926573;0.024990;0.909137;0.023746;0.916818;0.042223;0.865750;0.036365;0.934143;0.000073;0.967501;0.146538;0.828787;0.042733;0.896964
1-32;2;100000000;10000000;0.001279;0.679982;0.091632;0.879598;0.038023;0.906523;0.042124;0.902124;0.054847;0.791976;0.064409;0.913789;0.000256;0.903504;0.179560;0.804263;0.065302;0.874670
1-32;4;100000000;10000000;0.001639;0.688363;0.073037;0.917300;0.037774;0.933642;0.041435;0.924949;0.014274;0.978878;0.055338;0.941953;0.000397;0.930711;0.149766;0.840656;0.059034;0.904294
1-32;6;100000000;10000000;0.001149;0.819589;0.051981;0.934517;0.033738;0.928828;0.038340;0.918127;0.013788;0.944892;0.047800;0.933432;0.000486;0.843534;0.138709;0.849811;0.047182;0.916022
1-32;8;100000000;10000000;0.000712;0.971643;0.016495;0.983921;0.010695;0.992381;0.011924;0.984067;0.016049;0.936145;0.020772;0.967961;0.000390;0.997049;0.108037;0.882696;0.021960;0.965265
1-32;10;100000000;10000000;0.001691;0.874221;0.024443;0.975679;0.012539;0.993710;0.014190;0.985373;0.016576;0.943603;0.018123;0.981218;0.000597;0.909499;0.089233;0.900302;0.017217;0.983463
1-32;12;100000000;10000000;0.001526;0.840784;0.010708;0.999739;0.016969;0.967179;0.015860;0.970519;0.033548;0.929117;0.038371;0.933791;0.000298;0.990095;0.076671;0.910076;0.014592;0.978338
1-32;14;100000000;10000000;0.000948;0.911848;0.014211;0.981011;0.015579;0.967238;0.011780;0.976493;0.035591;0.955133;0.032232;0.943159;0.000397;0.955609;0.050546;0.937472;0.012382;0.978334
1-32;16;100000000;10000000;0.000920;0.917622;0.012316;0.985067;0.011965;0.979730;0.009291;0.989352;0.014161;0.939475;0.030843;0.947556;0.000380;0.929854;0.050174;0.936611;0.010798;0.989297
1-32;24;100000000;10000000;0.002005;0.775166;0.037957;0.937968;0.026722;0.933773;0.031465;0.923217;0.038426;0.875087;0.018053;0.965337;0.001278;0.954209;0.104766;0.854921;0.037134;0.921978
1-32;32;100000000;10000000;0.002172;0.828860;0.013801;0.979045;0.013101;0.966527;0.017278;0.955680;0.039104;0.885602;0.006743;0.999516;0.001827;0.942916;0.074383;0.895207;0.018624;0.958199

calc10_pearson_rate;calc2_pearson_rate;calc5_pearson_rate;calc7_pearson_rate;join9_pearson_rate;minibatchassigner4_pearson_rate;nexmarkq311writer_pearson_rate;sourcedatagen1_pearson_rate;watermarkassigner3_pearson_rate
0.802446;0.999036;0.998547;0.997381;0.999209;0.998768;0.823165;-0.996015;0.997414

calc10_spearman_par;calc2_spearman_par;calc5_spearman_par;calc7_spearman_par;join9_spearman_par;minibatchassigner4_spearman_par;nexmarkq311writer_spearman_par;sourcedatagen1_spearman_par;watermarkassigner3_spearman_par
0.945455;0.881818;0.854545;0.854545;0.790909;0.881818;0.990909;0.936364;0.690909
