hw;repl;events;rate;calc10_S_m;calc10_S_std;calc10_R_m;calc10_R_std;calc2_S_m;calc2_S_std;calc2_R_m;calc2_R_std;calc5_S_m;calc5_S_std;calc5_R_m;calc5_R_std;calc7_S_m;calc7_S_std;calc7_R_m;calc7_R_std;join9_S_m;join9_S_std;join9_R_m;join9_R_std;minibatchassigner4_S_m;minibatchassigner4_S_std;minibatchassigner4_R_m;minibatchassigner4_R_std;nexmarkq311writer_S_m;nexmarkq311writer_S_std;nexmarkq311writer_R_m;nexmarkq311writer_R_std;sourcedatagen1_S_m;sourcedatagen1_S_std;sourcedatagen1_R_m;sourcedatagen1_R_std;watermarkassigner3_S_m;watermarkassigner3_S_std;watermarkassigner3_R_m;watermarkassigner3_R_std
1-32;1;1000000;100000;0.001403;0.000009;0.001153;0.000322;0.086933;0.000124;0.078358;0.003339;0.036987;0.000053;0.036783;0.001539;0.045595;0.000065;0.043044;0.001587;0.014228;0.000075;0.016166;0.003016;0.074163;0.000106;0.064367;0.002626;0.002432;0.000015;0.002118;0.000344;0.949265;0.001351;0.944943;0.001251;0.065933;0.000094;0.057412;0.002579
1-32;1;2000000;200000;0.001513;0.000013;0.001635;0.000455;0.125525;0.000000;0.118656;0.004935;0.063850;0.000000;0.059903;0.001303;0.070188;0.000000;0.065335;0.002609;0.022572;0.000133;0.023105;0.002938;0.109255;0.000000;0.103888;0.003464;0.002175;0.000018;0.002352;0.000469;0.948671;0.000002;0.943624;0.001036;0.096674;0.000000;0.092660;0.003142
1-32;1;3000000;300000;0.001138;0.000011;0.001717;0.000263;0.164259;0.000000;0.160271;0.002679;0.087189;0.000000;0.084738;0.003966;0.094943;0.000000;0.086420;0.003300;0.031359;0.000064;0.028932;0.001280;0.144401;0.000000;0.143218;0.003743;0.002371;0.000024;0.002340;0.000261;0.948674;0.000002;0.943288;0.001970;0.134093;0.000000;0.122309;0.003601
1-32;1;4000000;400000;0.001892;0.000017;0.001902;0.000247;0.207073;0.000000;0.202233;0.007269;0.118584;0.000000;0.109787;0.003502;0.124547;0.000000;0.112786;0.004821;0.037447;0.000147;0.036187;0.001389;0.192404;0.000001;0.180693;0.008424;0.002649;0.000024;0.002372;0.000213;0.948674;0.000003;0.941690;0.002332;0.152749;0.000001;0.149019;0.005805
1-32;1;5000000;500000;0.002168;0.000014;0.002383;0.000410;0.267725;0.000000;0.244151;0.011197;0.144931;0.000000;0.129426;0.004989;0.157324;0.000000;0.134628;0.004283;0.046944;0.000172;0.046867;0.008732;0.238399;0.000000;0.218207;0.006758;0.002546;0.000017;0.002523;0.000309;0.948675;0.000001;0.941336;0.002377;0.195922;0.000000;0.176647;0.005818
1-32;1;6000000;600000;0.002842;0.000015;0.002354;0.000262;0.302324;0.000000;0.280015;0.002931;0.162179;0.000000;0.147456;0.003652;0.161233;0.000000;0.151462;0.005641;0.058166;0.000179;0.049060;0.001429;0.265160;0.000000;0.250263;0.007088;0.002842;0.000015;0.002272;0.000208;0.948676;0.000002;0.939766;0.003050;0.209462;0.000000;0.200353;0.004030
1-32;1;7000000;700000;0.001707;0.000005;0.003013;0.000719;0.329345;0.000000;0.318665;0.006661;0.177965;0.000000;0.163927;0.005352;0.181182;0.000000;0.170204;0.005096;0.059408;0.000108;0.060810;0.007912;0.301245;0.000000;0.288569;0.006164;0.003129;0.000008;0.003060;0.000671;0.948675;0.000001;0.940868;0.002924;0.233503;0.000000;0.226603;0.003498
1-32;1;8000000;800000;0.002836;0.000013;0.002860;0.000730;0.384977;0.000000;0.361675;0.007647;0.192063;0.000000;0.180748;0.004722;0.198780;0.000000;0.186148;0.006342;0.074070;0.000089;0.064764;0.000836;0.340414;0.000001;0.329573;0.005202;0.002741;0.000013;0.002860;0.000628;0.948675;0.000001;0.940074;0.002921;0.257534;0.000000;0.253247;0.004947
1-32;1;9000000;900000;0.003489;0.000015;0.002949;0.000426;0.411263;0.000000;0.396825;0.007638;0.213150;0.000000;0.188845;0.003107;0.221660;0.000000;0.195193;0.003062;0.077138;0.000105;0.071951;0.002596;0.380530;0.000000;0.355575;0.006403;0.002923;0.000012;0.002726;0.000325;0.948676;0.000001;0.938594;0.003175;0.290693;0.000000;0.275014;0.007894
1-32;1;10000000;1000000;0.003690;0.000018;0.003391;0.000484;0.456794;0.000000;0.439901;0.007543;0.220358;0.000000;0.208421;0.006225;0.226600;0.000000;0.215000;0.005419;0.082344;0.000114;0.080066;0.001020;0.405251;0.000000;0.400376;0.009881;0.003595;0.000017;0.002794;0.000205;0.948675;0.000002;0.937647;0.003582;0.317391;0.000001;0.302520;0.003849
1-32;1;100000000;10000000;0.003818;0.000141;0.003040;0.000226;0.642644;0.000128;0.598684;0.009162;0.295501;0.000059;0.270888;0.005125;0.305234;0.000061;0.281794;0.003684;0.344326;0.006225;0.303571;0.007427;0.595904;0.000119;0.559084;0.007647;0.001625;0.000060;0.001574;0.000114;0.999738;0.000200;0.853592;0.005482;0.445538;0.000089;0.403919;0.005580
1-32;2;100000000;10000000;0.005158;0.000150;0.003908;0.000316;0.812530;0.000152;0.725213;0.027893;0.396127;0.000074;0.362264;0.017337;0.423751;0.000079;0.385974;0.018687;0.308707;0.004316;0.255547;0.012020;0.734545;0.000137;0.676245;0.027457;0.002173;0.000063;0.001981;0.000182;1.082757;0.000202;0.905515;0.028840;0.558671;0.000105;0.496451;0.019891
1-32;4;100000000;10000000;0.006685;0.000183;0.005097;0.000408;0.854765;0.000310;0.789476;0.032837;0.505159;0.000183;0.473723;0.021011;0.514566;0.000187;0.478643;0.020707;0.246637;0.003434;0.241535;0.013201;0.819583;0.000297;0.774618;0.032376;0.002744;0.000075;0.002567;0.000371;1.071428;0.000389;0.924167;0.027432;0.620376;0.000225;0.566188;0.023488
1-32;6;100000000;10000000;0.006662;0.000141;0.005644;0.000465;0.794517;0.000421;0.745688;0.017669;0.470348;0.000249;0.439097;0.012654;0.477031;0.000252;0.440931;0.012850;0.225811;0.003151;0.214017;0.009242;0.734764;0.000389;0.688905;0.013395;0.003290;0.000070;0.002844;0.000196;1.056803;0.000558;0.918808;0.013859;0.581846;0.000308;0.536769;0.013819
1-32;8;100000000;10000000;0.011897;0.000383;0.011569;0.000755;0.776798;0.001792;0.764506;0.010409;0.466514;0.001076;0.462987;0.009964;0.475594;0.001097;0.468136;0.009125;0.237799;0.004257;0.223526;0.006925;0.614879;0.001418;0.595790;0.007800;0.004546;0.000146;0.004560;0.000416;1.024009;0.002362;0.916500;0.009596;0.574908;0.001326;0.555609;0.010163
1-32;10;100000000;10000000;0.012656;0.000602;0.011242;0.000535;0.776217;0.013937;0.757787;0.006611;0.480755;0.008632;0.477750;0.005494;0.490613;0.008809;0.483540;0.006281;0.226905;0.005219;0.214791;0.006914;0.549453;0.009866;0.559970;0.006997;0.004821;0.000229;0.004421;0.000301;0.964757;0.017323;0.877293;0.007943;0.581402;0.010440;0.571944;0.008075
1-32;12;100000000;10000000;0.010498;0.000398;0.009056;0.000630;0.737814;0.010795;0.738007;0.004570;0.461437;0.006751;0.477095;0.004382;0.465688;0.006813;0.479834;0.004514;0.207492;0.006244;0.223321;0.029284;0.528295;0.007729;0.565753;0.004400;0.004358;0.000165;0.004401;0.000302;0.912119;0.013345;0.836864;0.006556;0.554010;0.008106;0.566276;0.004865
1-32;14;100000000;10000000;0.008940;0.000392;0.008216;0.000534;0.694180;0.003884;0.707617;0.003211;0.447277;0.002503;0.462427;0.003044;0.455948;0.002551;0.466924;0.003239;0.216216;0.004248;0.226373;0.034379;0.526131;0.002944;0.557839;0.004253;0.004188;0.000184;0.004010;0.000342;0.851317;0.004763;0.801219;0.004785;0.536270;0.003001;0.548147;0.002902
1-32;16;100000000;10000000;0.008010;0.000245;0.007400;0.000644;0.676029;0.004828;0.686277;0.003300;0.444772;0.003176;0.453974;0.004968;0.453447;0.003238;0.458328;0.005437;0.205858;0.006264;0.194109;0.006308;0.527613;0.003768;0.556814;0.006736;0.003698;0.000113;0.003456;0.000340;0.828125;0.005914;0.778760;0.010114;0.531898;0.003798;0.537653;0.005839
1-32;24;100000000;10000000;0.009608;0.000299;0.007844;0.000984;0.643624;0.004103;0.606030;0.004893;0.428812;0.002734;0.402177;0.002555;0.437567;0.002789;0.406365;0.003846;0.236288;0.004346;0.210050;0.029628;0.531111;0.003386;0.513318;0.002119;0.004219;0.000131;0.004035;0.001300;0.825538;0.005263;0.720944;0.005130;0.509901;0.003250;0.472997;0.003310
1-32;32;100000000;10000000;0.009531;0.000321;0.008138;0.001513;0.555507;0.001383;0.544106;0.008247;0.371378;0.000925;0.359350;0.005447;0.376890;0.000938;0.360895;0.006688;0.267157;0.003840;0.239732;0.027498;0.464329;0.001156;0.464554;0.007012;0.004871;0.000164;0.004608;0.001737;0.780578;0.001944;0.706537;0.008230;0.438344;0.001092;0.420756;0.006423

hw;repl;events;rate;calc10_RMSE;calc10_ACC;calc2_RMSE;calc2_ACC;calc5_RMSE;calc5_ACC;calc7_RMSE;calc7_ACC;join9_RMSE;join9_ACC;minibatchassigner4_RMSE;minibatchassigner4_ACC;nexmarkq311writer_RMSE;nexmarkq311writer_ACC;sourcedatagen1_RMSE;sourcedatagen1_ACC;watermarkassigner3_RMSE;watermarkassigner3_ACC
1-32;1;1000000;100000;0.000411;0.783304;0.009211;0.890560;0.001531;0.994449;0.003005;0.940727;0.003582;0.880135;0.010131;0.847808;0.000466;0.851592;0.004892;0.995426;0.008887;0.851574
