hw;repl;events;rate;calc10_S_m;calc10_S_std;calc10_R_m;calc10_R_std;calc13_S_m;calc13_S_std;calc13_R_m;calc13_R_std;calc19_S_m;calc19_S_std;calc19_R_m;calc19_R_std;calc2_S_m;calc2_S_std;calc2_R_m;calc2_R_std;calc5_S_m;calc5_S_std;calc5_R_m;calc5_R_std;globalwindowaggregate16_S_m;globalwindowaggregate16_S_std;globalwindowaggregate16_R_m;globalwindowaggregate16_R_std;globalwindowaggregate8_S_m;globalwindowaggregate8_S_std;globalwindowaggregate8_R_m;globalwindowaggregate8_R_std;localwindowaggregate14_S_m;localwindowaggregate14_S_std;localwindowaggregate14_R_m;localwindowaggregate14_R_std;localwindowaggregate6_S_m;localwindowaggregate6_S_std;localwindowaggregate6_R_m;localwindowaggregate6_R_std;minibatchassigner12_S_m;minibatchassigner12_S_std;minibatchassigner12_R_m;minibatchassigner12_R_std;minibatchassigner4_S_m;minibatchassigner4_S_std;minibatchassigner4_R_m;minibatchassigner4_R_std;nexmarkq820writer_S_m;nexmarkq820writer_S_std;nexmarkq820writer_R_m;nexmarkq820writer_R_std;sourcedatagen1_S_m;sourcedatagen1_S_std;sourcedatagen1_R_m;sourcedatagen1_R_std;watermarkassigner11_S_m;watermarkassigner11_S_std;watermarkassigner11_R_m;watermarkassigner11_R_std;watermarkassigner3_S_m;watermarkassigner3_S_std;watermarkassigner3_R_m;watermarkassigner3_R_std;windowjoin18_S_m;windowjoin18_S_std;windowjoin18_R_m;windowjoin18_R_std
1-32;1;1000000;100000;0.089973;0.000000;0.078840;0.004634;0.019775;0.000000;0.017474;0.002183;0.001582;0.000017;0.001829;0.000259;0.075446;0.000000;0.066936;0.003690;0.015745;0.000000;0.012597;0.001598;0.017650;0.000109;0.018434;0.002109;0.026780;0.000176;0.025103;0.001989;0.009425;0.000050;0.008063;0.000750;0.008833;0.000058;0.007350;0.000546;0.025305;0.000000;0.023253;0.001411;0.021462;0.000000;0.018611;0.002016;0.002698;0.000030;0.002929;0.000382;0.941527;0.000002;0.918222;0.009443;0.028585;0.000000;0.023999;0.001339;0.023149;0.000000;0.022004;0.002081;0.023909;0.000108;0.024040;0.002231
1-32;1;2000000;200000;0.120728;0.000000;0.112556;0.002781;0.027766;0.000000;0.025943;0.002176;0.001677;0.000014;0.001804;0.000292;0.104499;0.000001;0.098525;0.004657;0.022889;0.000000;0.019127;0.002124;0.037742;0.000310;0.025048;0.002618;0.056852;0.000260;0.039603;0.002456;0.011072;0.000029;0.010931;0.001071;0.008416;0.000039;0.010051;0.001693;0.036021;0.000000;0.035446;0.003061;0.027579;0.000000;0.027647;0.002518;0.002888;0.000024;0.002780;0.000238;0.941526;0.000005;0.899789;0.014002;0.037804;0.000000;0.035464;0.002003;0.032644;0.000000;0.032055;0.002199;0.060400;0.000225;0.040200;0.002807
1-32;1;3000000;300000;0.161112;0.000000;0.148982;0.009005;0.047761;0.000000;0.036745;0.003928;0.002062;0.000008;0.001927;0.000323;0.146474;0.000000;0.131230;0.010983;0.039316;0.000000;0.027529;0.002443;0.036138;0.000132;0.031406;0.003239;0.060248;0.000214;0.057546;0.005360;0.014087;0.000017;0.012523;0.001432;0.012971;0.000046;0.011726;0.001757;0.068029;0.000000;0.049514;0.004461;0.046260;0.000000;0.039067;0.002503;0.002906;0.000012;0.003006;0.000338;0.941528;0.000001;0.880130;0.018303;0.056300;0.000000;0.050499;0.004484;0.044290;0.000000;0.044159;0.001216;0.067892;0.000118;0.056141;0.002957
1-32;1;4000000;400000;0.195753;0.000000;0.179634;0.006805;0.051869;0.000000;0.045523;0.003247;0.003572;0.000011;0.002164;0.000267;0.177369;0.000000;0.160141;0.005959;0.038925;0.000000;0.034811;0.002875;0.061312;0.000091;0.039442;0.002534;0.102371;0.000408;0.077228;0.003409;0.015545;0.000033;0.014806;0.001058;0.012867;0.000051;0.014125;0.001968;0.068846;0.000000;0.062144;0.004190;0.054589;0.000000;0.048189;0.004085;0.003478;0.000011;0.003153;0.000350;0.941527;0.000002;0.855266;0.025307;0.074662;0.000000;0.061051;0.002035;0.061999;0.000000;0.052887;0.001866;0.084471;0.000218;0.070060;0.003417
1-32;1;5000000;500000;0.204546;0.000000;0.207334;0.015439;0.058482;0.000000;0.052911;0.004815;0.003566;0.000022;0.002900;0.000427;0.184269;0.000000;0.189111;0.012614;0.044213;0.000000;0.043200;0.004365;0.055206;0.000106;0.050298;0.009484;0.098462;0.000307;0.104326;0.012659;0.015303;0.000017;0.015112;0.001149;0.012778;0.000040;0.012615;0.002152;0.072938;0.000000;0.074182;0.005578;0.061016;0.000000;0.059783;0.003230;0.003003;0.000019;0.003178;0.000364;0.941529;0.000001;0.830703;0.024130;0.068057;0.000000;0.074029;0.004952;0.061580;0.000000;0.063738;0.003633;0.091433;0.000133;0.087245;0.006932
1-32;1;6000000;600000;0.245376;0.000000;0.222594;0.010578;0.066904;0.000000;0.056344;0.004848;0.005067;0.000004;0.002903;0.000596;0.228955;0.000000;0.203746;0.009670;0.047011;0.000000;0.044430;0.005539;0.064052;0.000233;0.062613;0.010363;0.123361;0.000176;0.125994;0.009960;0.017927;0.000016;0.015812;0.001975;0.013030;0.000019;0.013869;0.002570;0.088767;0.000000;0.075364;0.004549;0.068593;0.000000;0.061548;0.004663;0.005348;0.000004;0.003131;0.000292;0.941529;0.000001;0.808016;0.025699;0.083512;0.000000;0.077598;0.007449;0.073660;0.000000;0.067197;0.004678;0.093658;0.000128;0.103122;0.015766
1-32;1;7000000;700000;0.285565;0.000000;0.243816;0.009858;0.066722;0.000000;0.061633;0.002838;0.004126;0.000009;0.002726;0.000445;0.261916;0.000000;0.228463;0.010665;0.049643;0.000000;0.047851;0.003406;0.079718;0.000186;0.066438;0.004079;0.145572;0.000340;0.137917;0.008997;0.018376;0.000030;0.016724;0.001154;0.017997;0.000042;0.013472;0.001223;0.097597;0.000000;0.083359;0.003241;0.076482;0.000000;0.068632;0.003543;0.004876;0.000010;0.003224;0.000377;0.941528;0.000000;0.789941;0.025922;0.099849;0.000000;0.085154;0.004689;0.076576;0.000000;0.071472;0.003681;0.120192;0.000236;0.107469;0.009850
1-32;1;8000000;800000;0.300729;0.000000;0.239597;0.018815;0.074455;0.000000;0.057475;0.004553;0.003381;0.000011;0.002786;0.000646;0.277257;0.000001;0.221568;0.017515;0.052203;0.000000;0.043781;0.004193;0.098411;0.000256;0.071960;0.005947;0.194224;0.000418;0.155122;0.030044;0.019055;0.000022;0.015817;0.001737;0.017101;0.000037;0.013478;0.001970;0.104781;0.000000;0.078773;0.005284;0.078304;0.000000;0.065174;0.006743;0.004133;0.000014;0.003052;0.000375;0.941528;0.000001;0.730610;0.045836;0.107504;0.000000;0.081130;0.005926;0.085534;0.000000;0.066039;0.005184;0.147347;0.000174;0.131209;0.036723
1-32;1;9000000;900000;0.341240;0.000000;0.266469;0.012795;0.086037;0.000000;0.068231;0.004219;0.003467;0.000009;0.003569;0.000391;0.318534;0.000000;0.250655;0.010694;0.065959;0.000000;0.054177;0.004867;0.100361;0.000342;0.088738;0.012907;0.203768;0.000409;0.171373;0.012971;0.021389;0.000027;0.016972;0.001316;0.017833;0.000036;0.014521;0.001520;0.119532;0.000000;0.094010;0.006471;0.099360;0.000000;0.080852;0.006750;0.003374;0.000009;0.003455;0.000427;0.941529;0.000000;0.739976;0.025562;0.120283;0.000000;0.093865;0.006113;0.101518;0.000000;0.076701;0.003329;0.179170;0.000431;0.129901;0.009091
1-32;1;10000000;1000000;0.375186;0.000000;0.289652;0.014328;0.097125;0.000000;0.071386;0.006021;0.004498;0.000007;0.003472;0.000672;0.366843;0.000000;0.274158;0.019045;0.080906;0.000000;0.054960;0.003586;0.110267;0.000304;0.083648;0.010889;0.236888;0.000314;0.175689;0.011351;0.022759;0.000039;0.017947;0.002197;0.019412;0.000026;0.013667;0.001681;0.136593;0.000000;0.099552;0.006263;0.115406;0.000000;0.081026;0.003995;0.003749;0.000005;0.003243;0.000530;0.941529;0.000001;0.727315;0.037324;0.141375;0.000000;0.102936;0.005097;0.112406;0.000000;0.082022;0.005496;0.157496;0.000184;0.162271;0.025355
