hw;repl;events;rate;calc10_S_m;calc10_S_std;calc10_R_m;calc10_R_std;calc2_S_m;calc2_S_std;calc2_R_m;calc2_R_std;calc5_S_m;calc5_S_std;calc5_R_m;calc5_R_std;calc7_S_m;calc7_S_std;calc7_R_m;calc7_R_std;join9_S_m;join9_S_std;join9_R_m;join9_R_std;minibatchassigner4_S_m;minibatchassigner4_S_std;minibatchassigner4_R_m;minibatchassigner4_R_std;nexmarkq311writer_S_m;nexmarkq311writer_S_std;nexmarkq311writer_R_m;nexmarkq311writer_R_std;sourcedatagen1_S_m;sourcedatagen1_S_std;sourcedatagen1_R_m;sourcedatagen1_R_std;watermarkassigner3_S_m;watermarkassigner3_S_std;watermarkassigner3_R_m;watermarkassigner3_R_std
1-32;1;100000000;10000000;0.005075;0.000139;0.003267;0.000235;0.655464;0.000000;0.667818;0.012787;0.321521;0.000000;0.313169;0.007988;0.320860;0.000000;0.321796;0.008556;0.033546;0.000849;0.033687;0.000422;0.606701;0.000000;0.635830;0.016676;0.003472;0.000095;0.001283;0.000197;0.999980;0.000000;0.992578;0.000420;0.453936;0.000000;0.438197;0.007887
1-32;2;100000000;10000000;0.006022;0.000173;0.003900;0.000441;0.697508;0.000008;0.756573;0.012631;0.379036;0.000005;0.364759;0.009199;0.381711;0.000005;0.394244;0.010628;0.035672;0.000646;0.036996;0.001437;0.657146;0.000008;0.698849;0.014125;0.004618;0.000133;0.001711;0.000243;0.937938;0.000012;0.963889;0.011251;0.484337;0.000006;0.513476;0.011018
1-32;4;100000000;10000000;0.008248;0.000212;0.005024;0.000667;0.733131;0.000019;0.786250;0.026835;0.472351;0.000012;0.456101;0.020575;0.446929;0.000012;0.465193;0.021818;0.045150;0.000529;0.046089;0.002988;0.730183;0.000019;0.775918;0.024413;0.006281;0.000162;0.002146;0.000202;0.931594;0.000024;0.935483;0.018711;0.517955;0.000014;0.549502;0.018910
1-32;6;100000000;10000000;0.009563;0.000374;0.006761;0.001085;0.688226;0.000028;0.735627;0.019707;0.435072;0.000018;0.424886;0.010987;0.414829;0.000017;0.429311;0.010371;0.052754;0.000993;0.053381;0.003107;0.673691;0.000028;0.710755;0.015478;0.008731;0.000342;0.003315;0.000600;0.936113;0.000039;0.935059;0.013596;0.492318;0.000020;0.521076;0.012098
1-32;8;100000000;10000000;0.016613;0.000276;0.009790;0.000537;0.678403;0.000087;0.723949;0.016454;0.433065;0.000055;0.420572;0.011109;0.417968;0.000053;0.427814;0.011393;0.066055;0.001210;0.064572;0.002162;0.573597;0.000073;0.605160;0.007301;0.013756;0.000228;0.004385;0.000424;0.929770;0.000119;0.929841;0.008195;0.488168;0.000062;0.520805;0.012325
1-32;10;100000000;10000000;0.014881;0.000301;0.010421;0.000514;0.705132;0.001546;0.751329;0.017484;0.463002;0.001015;0.450730;0.017139;0.447302;0.000981;0.459246;0.016984;0.077066;0.000985;0.083185;0.005346;0.507663;0.001113;0.542254;0.015024;0.013189;0.000267;0.004812;0.000387;0.890868;0.001953;0.899322;0.006681;0.509976;0.001118;0.543002;0.020476
1-32;12;100000000;10000000;0.013410;0.000332;0.009379;0.000701;0.720117;0.002035;0.753016;0.006341;0.500723;0.001415;0.472752;0.008538;0.479445;0.001355;0.475073;0.008830;0.088111;0.001405;0.092456;0.002688;0.532385;0.001505;0.552537;0.009399;0.013932;0.000345;0.005029;0.000638;0.871240;0.002462;0.865990;0.008009;0.546790;0.001545;0.565361;0.009989
1-32;14;100000000;10000000;0.013344;0.000531;0.008773;0.001157;0.687423;0.003224;0.731282;0.005076;0.488451;0.002291;0.473380;0.008735;0.471127;0.002210;0.478244;0.007545;0.096611;0.001279;0.097592;0.004658;0.525933;0.002467;0.563741;0.008494;0.013838;0.000551;0.005360;0.001054;0.833579;0.003910;0.831281;0.005859;0.529911;0.002485;0.562598;0.009176
1-32;16;100000000;10000000;0.013613;0.000514;0.009693;0.001571;0.666831;0.004390;0.705595;0.003621;0.485866;0.003198;0.460826;0.003636;0.467731;0.003079;0.467548;0.004140;0.097490;0.001407;0.104547;0.005862;0.529564;0.003486;0.555853;0.004471;0.012966;0.000490;0.005344;0.001479;0.804307;0.005295;0.806680;0.005893;0.521327;0.003432;0.543352;0.002454
1-32;24;100000000;10000000;0.013194;0.000421;0.008740;0.000740;0.564313;0.000941;0.627912;0.003439;0.412809;0.000689;0.419093;0.005726;0.396872;0.000662;0.423474;0.006132;0.173540;0.002673;0.154941;0.008954;0.475849;0.000794;0.526234;0.004674;0.012730;0.000406;0.004426;0.000571;0.720142;0.001201;0.737611;0.009027;0.441219;0.000736;0.489073;0.003808
1-32;32;100000000;10000000;0.012837;0.000350;0.010598;0.002446;0.489404;0.000916;0.568897;0.003325;0.354914;0.000664;0.377044;0.003930;0.340850;0.000638;0.378810;0.004326;0.200104;0.002636;0.214292;0.009728;0.415470;0.000777;0.481763;0.004658;0.012660;0.000345;0.006165;0.002245;0.688863;0.001289;0.730927;0.005042;0.377957;0.000707;0.438482;0.005460

hw;repl;events;rate;calc10_RMSE;calc10_ACC;calc2_RMSE;calc2_ACC;calc5_RMSE;calc5_ACC;calc7_RMSE;calc7_ACC;join9_RMSE;join9_ACC;minibatchassigner4_RMSE;minibatchassigner4_ACC;nexmarkq311writer_RMSE;nexmarkq311writer_ACC;sourcedatagen1_RMSE;sourcedatagen1_ACC;watermarkassigner3_RMSE;watermarkassigner3_ACC
1-32;1;1000000;100000;0.000856;0.619440;0.003777;0.968478;0.001825;0.992181;0.003259;0.948208;0.001397;0.871887;0.005401;0.944143;0.000508;0.960794;0.001811;0.999841;0.003529;0.984817
1-32;1;2000000;200000;0.000357;0.827909;0.004931;0.970028;0.003736;0.948419;0.005054;0.934999;0.000897;0.948776;0.007850;0.933406;0.000562;0.907264;0.001684;0.999602;0.005082;0.970558
1-32;1;3000000;300000;0.000933;0.718046;0.004192;0.979379;0.004301;0.956625;0.004798;0.970614;0.001104;0.921831;0.004239;0.986240;0.000770;0.718976;0.001802;0.999942;0.006419;0.988534
1-32;1;4000000;400000;0.000326;0.975873;0.029692;0.852179;0.019799;0.820543;0.016494;0.853871;0.002418;0.827510;0.025987;0.852971;0.000880;0.568163;0.001472;0.999177;0.013559;0.911344
1-32;1;5000000;500000;0.001483;0.462576;0.013342;0.947496;0.007646;0.943445;0.006483;0.972308;0.005262;0.681670;0.008342;0.975461;0.000790;0.761656;0.001572;0.999792;0.005690;0.983761
1-32;1;6000000;600000;0.000889;0.747985;0.021447;0.925992;0.004574;0.988274;0.005585;0.998206;0.003563;0.822272;0.018121;0.930909;0.000340;0.982926;0.001441;0.999970;0.013993;0.935614
1-32;1;7000000;700000;0.000882;0.748884;0.018542;0.948679;0.019598;0.893222;0.017597;0.904213;0.001797;0.963474;0.023604;0.922261;0.000711;0.743206;0.001883;0.998740;0.006868;0.995523
1-32;1;8000000;800000;0.001293;0.655277;0.014376;0.966529;0.003699;0.987599;0.004855;0.999370;0.002935;0.886260;0.011909;0.984841;0.000629;0.847984;0.001843;0.999286;0.009526;0.966549
1-32;1;9000000;900000;0.001196;0.921808;0.020687;0.950951;0.009427;0.998870;0.008619;0.978008;0.002672;0.929082;0.013751;0.969189;0.000986;0.916613;0.001211;0.999596;0.010934;0.965645
1-32;1;10000000;1000000;0.001080;0.924396;0.036652;0.918579;0.020559;0.908743;0.025055;0.889375;0.002266;0.943404;0.032311;0.921050;0.000683;0.862288;0.001452;0.999817;0.021950;0.927820
1-32;1;100000000;10000000;0.001833;0.446759;0.017780;0.981501;0.011557;0.973331;0.008607;0.997092;0.000656;0.995812;0.033565;0.954187;0.002202;0.000000;0.007414;0.992543;0.017605;0.964082
1-32;2;100000000;10000000;0.002188;0.456027;0.060401;0.921931;0.016984;0.960859;0.016433;0.968211;0.002189;0.964204;0.044031;0.940326;0.002914;0.000000;0.028286;0.973077;0.031153;0.943251
1-32;4;100000000;10000000;0.003321;0.358140;0.059510;0.932439;0.026214;0.964373;0.028451;0.960737;0.002861;0.979633;0.051840;0.941057;0.004147;0.000000;0.019106;0.995844;0.036778;0.942591
1-32;6;100000000;10000000;0.003025;0.585610;0.051333;0.935563;0.014981;0.976026;0.017812;0.966267;0.003758;0.988260;0.040164;0.947852;0.005475;0.000000;0.013630;0.998873;0.031198;0.944810
1-32;8;100000000;10000000;0.006847;0.303079;0.048427;0.937087;0.016721;0.970295;0.015061;0.976986;0.003313;0.977035;0.032392;0.947845;0.009384;0.000000;0.008195;0.999924;0.034885;0.937335
1-32;10;100000000;10000000;0.004502;0.571981;0.049018;0.938514;0.020505;0.972774;0.020144;0.973992;0.008469;0.926440;0.037386;0.936209;0.008382;0.000000;0.010751;0.990599;0.038428;0.939180
1-32;12;100000000;10000000;0.004096;0.570326;0.033641;0.956311;0.029298;0.940832;0.010046;0.990795;0.005034;0.953008;0.022191;0.963529;0.008941;0.000000;0.010684;0.993938;0.021132;0.967153
1-32;14;100000000;10000000;0.004679;0.478961;0.044408;0.940025;0.017980;0.968163;0.010911;0.985120;0.005163;0.989944;0.039036;0.932934;0.008522;0.000000;0.008452;0.997236;0.034242;0.941900
1-32;16;100000000;10000000;0.004185;0.595643;0.038445;0.945061;0.024873;0.945665;0.004514;0.999609;0.008707;0.932505;0.027034;0.952705;0.007690;0.000000;0.007463;0.997059;0.022406;0.959465
1-32;24;100000000;10000000;0.004526;0.490380;0.063711;0.898713;0.008854;0.985007;0.027405;0.937181;0.020260;0.879967;0.050630;0.904255;0.008328;0.000000;0.019535;0.976317;0.048045;0.902153
1-32;32;100000000;10000000;0.003349;0.788665;0.079559;0.860268;0.022461;0.941307;0.038195;0.899790;0.016844;0.933792;0.066447;0.862393;0.006891;0.000000;0.042432;0.942451;0.060750;0.861968

calc10_pearson_rate;calc2_pearson_rate;calc5_pearson_rate;calc7_pearson_rate;join9_pearson_rate;minibatchassigner4_pearson_rate;nexmarkq311writer_pearson_rate;sourcedatagen1_pearson_rate;watermarkassigner3_pearson_rate
0.590031;0.996471;0.995563;0.994363;0.971948;0.994851;-0.456922;0.999131;0.998731

calc10_pearson_par;calc2_pearson_par;calc5_pearson_par;calc7_pearson_par;join9_pearson_par;minibatchassigner4_pearson_par;nexmarkq311writer_pearson_par;sourcedatagen1_pearson_par;watermarkassigner3_pearson_par
0.800000;0.972727;0.981818;0.972727;1.000000;0.963636;0.700000;0.990909;0.963636
