0.001;0.004;0.007;0.01;0.013;0.016;0.019;0.02;0 927 0.133701 6933.38120 0.079985 11589.67306 
0.001;0.004;0.007;0.01;0.013;0.016;0.019;0.02;0 855 0.126811 6742.31731 0.079957 10693.24762 
0.001;0.004;0.007;0.01;0.013;0.016;0.019;0.02;0 897 0.129092 6948.53283 0.079979 11215.44405 
0.001;0.004;0.007;0.01;0.013;0.016;0.019;0.02;0 858 0.120784 7103.58988 0.079826 10748.37772 
0.001;0.004;0.007;0.01;0.013;0.016;0.019;0.02;0 939 0.131866 7120.86512 0.079965 11742.63740 
0.001;0.004;0.007;0.01;0.013;0.016;0.019;0.02;0 894 0.125288 7135.55967 0.079959 11180.73012 
0.001;0.004;0.007;0.01;0.013;0.016;0.019;0.02;0 901 0.122742 7340.60061 0.079785 11292.84953 
0.001;0.004;0.007;0.01;0.013;0.016;0.019;0.02;0 896 0.126006 7110.77250 0.079947 11207.42492 
0.001;0.004;0.007;0.01;0.013;0.016;0.019;0.02;0 914 0.125734 7269.31458 0.079521 11493.81924 
0.001;0.004;0.007;0.01;0.013;0.016;0.019;0.02;0 941 0.128124 7344.44757 0.079953 11769.41453 
0.001;0.004;0.007;0.01;0.013;0.016;0.019;0.02;0 872 0.119319 7308.14036 0.079875 10917.05790 
0.001;0.004;0.007;0.01;0.013;0.016;0.019;0.02;0 864 0.126844 6811.51651 0.079979 10802.83574 
0.001;0.004;0.007;0.01;0.013;0.016;0.019;0.02;0 926 0.130769 7081.18897 0.079925 11585.86175 
0.001;0.004;0.007;0.01;0.013;0.016;0.019;0.02;0 1013 0.143372 7065.53581 0.079973 12666.77504 
0.001;0.004;0.007;0.01;0.013;0.016;0.019;0.02;0 931 0.132764 7012.44313 0.079959 11643.46728 
0.001;0.004;0.007;0.01;0.013;0.016;0.019;0.02;0 868 0.125464 6918.31920 0.079943 10857.73614 
0.001;0.004;0.007;0.01;0.013;0.016;0.019;0.02;0 860 0.121376 7085.42051 0.079675 10793.85002 
0.001;0.004;0.007;0.01;0.013;0.016;0.019;0.02;0 912 0.112746 8088.97877 0.079964 11405.13231 
0.001;0.004;0.007;0.01;0.013;0.016;0.019;0.02;0 924 0.114969 8036.94909 0.079976 11553.46604 
0.001;0.004;0.007;0.01;0.013;0.016;0.019;0.02;0 888 0.107473 8262.54036 0.079926 11110.27701 
0.001;0.004;0.007;0.01;0.013;0.016;0.019;0.02;0 892 0.110966 8038.49828 0.079986 11151.95159 
0.001;0.004;0.007;0.01;0.013;0.016;0.019;0.02;0 878 0.109100 8047.66269 0.079988 10976.64650 
0.001;0.004;0.007;0.01;0.013;0.016;0.019;0.02;0 903 0.109688 8232.44111 0.079923 11298.37469 
0.001;0.004;0.007;0.01;0.013;0.016;0.019;0.02;0 960 0.112971 8497.75606 0.079899 12015.16915 
0.001;0.004;0.007;0.01;0.013;0.016;0.019;0.02;0 912 0.108100 8436.63275 0.079985 11402.13790 
0.001;0.004;0.007;0.01;0.013;0.016;0.019;0.02;0 869 0.108783 7988.38054 0.079962 10867.66214 
0.001;0.004;0.007;0.01;0.013;0.016;0.019;0.02;0 829 0.103845 7983.05166 0.079922 10372.61330 
0.001;0.004;0.007;0.01;0.013;0.016;0.019;0.02;0 915 0.108902 8402.04955 0.079999 11437.64297 
0.001;0.004;0.007;0.01;0.013;0.016;0.019;0.02;0 917 0.108453 8455.27556 0.079995 11463.21645 
0.001;0.004;0.007;0.01;0.013;0.016;0.019;0.02;0 835 0.102432 8151.74945 0.079966 10441.93782 
0.001;0.004;0.007;0.01;0.013;0.016;0.019;0.02;0 834 0.101226 8238.98998 0.079990 10426.30329 
0.001;0.004;0.007;0.01;0.013;0.016;0.019;0.02;0 883 0.109844 8038.67303 0.079880 11054.08112 
0.001;0.004;0.007;0.01;0.013;0.016;0.019;0.02;0 924 0.110749 8343.19046 0.079962 11555.48886 
0.001;0.004;0.007;0.01;0.013;0.016;0.019;0.02;0 899 0.109795 8187.98670 0.079998 11237.78094 
0.001;0.004;0.007;0.01;0.013;0.016;0.019;0.02;0 891 0.109001 8174.23693 0.079993 11138.47462 
0.001;0.004;0.007;0.01;0.013;0.016;0.019;0.02;0 922 0.112833 8171.36831 0.079931 11534.94889 
0.001;0.004;0.007;0.01;0.013;0.016;0.019;0.02;0 929 0.115742 8026.47267 0.079986 11614.53254 
0.001;0.004;0.007;0.01;0.013;0.016;0.019;0.02;0 849 0.102872 8252.97457 0.079937 10620.86393 
0.001;0.004;0.007;0.01;0.013;0.016;0.019;0.02;0 875 0.103390 8463.10088 0.079967 10942.01358 
0.001;0.004;0.007;0.01;0.013;0.016;0.019;0.02;0 860 0.108480 7927.72861 0.079984 10752.15043 
0.001;0.004;0.007;0.01;0.013;0.016;0.019;0.02;0 876 0.106567 8220.18073 0.079943 10957.80744 
0.001;0.004;0.007;0.01;0.013;0.016;0.019;0.02;0 855 0.102076 8376.11192 0.079982 10689.90523 
0.001;0.004;0.007;0.01;0.013;0.016;0.019;0.02;0 879 0.102665 8561.82730 0.079886 11003.17953 
0.001;0.004;0.007;0.01;0.013;0.016;0.019;0.02;0 924 0.110830 8337.09284 0.079959 11555.92241 
0.001;0.004;0.007;0.01;0.013;0.016;0.019;0.02;0 880 0.107316 8200.08200 0.079994 11000.82506 
0.001;0.004;0.007;0.01;0.013;0.016;0.019;0.02;0 896 0.111477 8037.53241 0.079873 11217.80827 
0.001;0.004;0.007;0.01;0.013;0.016;0.019;0.02;0 845 0.101995 8284.71984 0.079792 10590.03409 
0.001;0.004;0.007;0.01;0.013;0.016;0.019;0.02;0 936 0.082271 11377.03443 0.079980 11702.92573 
0.001;0.004;0.007;0.01;0.013;0.016;0.019;0.02;0 900 0.081519 11040.37096 0.079976 11253.37601 
0.001;0.004;0.007;0.01;0.013;0.016;0.019;0.02;0 905 0.084763 10676.82833 0.079950 11319.57473 
0.001;0.004;0.007;0.01;0.013;0.016;0.019;0.02;0 896 0.082617 10845.22556 0.079982 11202.52057 
0.001;0.004;0.007;0.01;0.013;0.016;0.019;0.02;0 910 0.083755 10865.02298 0.079959 11380.83268 
0.001;0.004;0.007;0.01;0.013;0.016;0.019;0.02;0 831 0.081575 10186.94453 0.079947 10394.38628 
0.001;0.004;0.007;0.01;0.013;0.016;0.019;0.02;0 832 0.081819 10168.78720 0.079856 10418.75376 
0.001;0.004;0.007;0.01;0.013;0.016;0.019;0.02;0 903 0.081420 11090.64112 0.079971 11291.59320 
0.001;0.004;0.007;0.01;0.013;0.016;0.019;0.02;0 917 0.081591 11238.98469 0.079974 11466.22652 
0.001;0.004;0.007;0.01;0.013;0.016;0.019;0.02;0 896 0.084738 10573.76856 0.079940 11208.40630 
0.001;0.004;0.007;0.01;0.013;0.016;0.019;0.02;0 909 0.081543 11147.49273 0.079948 11369.89043 
0.001;0.004;0.007;0.01;0.013;0.016;0.019;0.02;0 911 0.081744 11144.54884 0.079895 11402.46574 
0.001;0.004;0.007;0.01;0.013;0.016;0.019;0.02;0 904 0.081283 11121.63675 0.079924 11310.74521 
0.001;0.004;0.007;0.01;0.013;0.016;0.019;0.02;0 902 0.082122 10983.65846 0.079981 11277.67845 
0.001;0.004;0.007;0.01;0.013;0.016;0.019;0.02;0 855 0.081286 10518.41646 0.079933 10696.45828 
0.001;0.004;0.007;0.01;0.013;0.016;0.019;0.02;0 874 0.081290 10751.62997 0.079964 10929.91846 
0.001;0.004;0.007;0.01;0.013;0.016;0.019;0.02;0 921 0.083117 11080.76567 0.079953 11519.26757 
0.001;0.004;0.007;0.01;0.013;0.016;0.019;0.02;0 849 0.081188 10457.21043 0.079973 10616.08293 
0.001;0.004;0.007;0.01;0.013;0.016;0.019;0.02;0 913 0.082826 11023.10869 0.079977 11415.78204 
0.001;0.004;0.007;0.01;0.013;0.016;0.019;0.02;0 949 0.083211 11404.74216 0.079979 11865.61472 
0.001;0.004;0.007;0.01;0.013;0.016;0.019;0.02;0 881 0.081989 10745.34389 0.079999 11012.63766 
0.001;0.004;0.007;0.01;0.013;0.016;0.019;0.02;0 914 0.086014 10626.17713 0.079995 11425.71411 
0.001;0.004;0.007;0.01;0.013;0.016;0.019;0.02;0 891 0.085454 10426.66230 0.079921 11148.50915 
0.001;0.004;0.007;0.01;0.013;0.016;0.019;0.02;0 906 0.082717 10953.00845 0.079989 11326.55740 
0.001;0.004;0.007;0.01;0.013;0.016;0.019;0.02;0 885 0.083224 10633.95174 0.079958 11068.31086 
0.001;0.004;0.007;0.01;0.013;0.016;0.019;0.02;0 924 0.081911 11280.53619 0.079979 11553.03267 
0.001;0.004;0.007;0.01;0.013;0.016;0.019;0.02;0 876 0.081483 10750.70874 0.079964 10954.92972 
0.001;0.004;0.007;0.01;0.013;0.016;0.019;0.02;0 865 0.081243 10647.07113 0.079894 10826.84557 
0.001;0.004;0.007;0.01;0.013;0.016;0.019;0.02;0 886 0.082830 10696.60751 0.079884 11091.08207 
0.001;0.004;0.007;0.01;0.013;0.016;0.019;0.02;0 939 0.081643 11501.29221 0.079993 11738.52712
