0.001;0.004;0.007;0.01;0.013;0.016;0.019;0.02;0 919 0.465871 1972.64908 0.079948 11494.97173 
0.001;0.004;0.007;0.01;0.013;0.016;0.019;0.02;0 909 0.457598 1986.45973 0.079952 11369.32159 
0.001;0.004;0.007;0.01;0.013;0.016;0.019;0.02;0 971 0.487105 1993.41005 0.079967 12142.50878 
0.001;0.004;0.007;0.01;0.013;0.016;0.019;0.02;0 927 0.470010 1972.29846 0.079952 11594.45667 
0.001;0.004;0.007;0.01;0.013;0.016;0.019;0.02;0 832 0.426239 1951.95653 0.079912 10411.45260 
0.001;0.004;0.007;0.01;0.013;0.016;0.019;0.02;0 877 0.444739 1971.94309 0.079967 10967.02390 
0.001;0.004;0.007;0.01;0.013;0.016;0.019;0.02;0 862 0.438063 1967.75350 0.079996 10775.53878 
0.001;0.004;0.007;0.01;0.013;0.016;0.019;0.02;0 923 0.463859 1989.82881 0.079916 11549.62711 
0.001;0.004;0.007;0.01;0.013;0.016;0.019;0.02;0 843 0.431242 1954.81887 0.079974 10540.92580 
0.001;0.004;0.007;0.01;0.013;0.016;0.019;0.02;0 921 0.470959 1955.58424 0.079939 11521.28498 
0.001;0.004;0.007;0.01;0.013;0.016;0.019;0.02;0 815 0.412651 1975.03459 0.079893 10201.14403 
0.001;0.004;0.007;0.01;0.013;0.016;0.019;0.02;0 921 0.472995 1947.16646 0.079973 11516.38678 
0.001;0.004;0.007;0.01;0.013;0.016;0.019;0.02;0 910 0.461283 1972.75859 0.079963 11380.26337 
0.001;0.004;0.007;0.01;0.013;0.016;0.019;0.02;0 860 0.436042 1972.28707 0.079917 10761.16471 
0.001;0.004;0.007;0.01;0.013;0.016;0.019;0.02;0 872 0.440599 1979.12387 0.079996 10900.54503 
0.001;0.004;0.007;0.01;0.013;0.016;0.019;0.02;0 899 0.461508 1947.96190 0.079947 11244.94978 
0.001;0.004;0.007;0.01;0.013;0.016;0.019;0.02;0 914 0.454970 2008.92367 0.079920 11436.43644 
0.001;0.004;0.007;0.01;0.013;0.016;0.019;0.02;0 885 0.448749 1972.14924 0.079897 11076.76133 
0.001;0.004;0.007;0.01;0.013;0.016;0.019;0.02;0 892 0.448950 1986.85822 0.079994 11150.83631 
0.001;0.004;0.007;0.01;0.013;0.016;0.019;0.02;0 862 0.440759 1955.71730 0.079985 10777.02069 
0.001;0.004;0.007;0.01;0.013;0.016;0.019;0.02;0 893 0.453021 1971.21105 0.079946 11170.03978 
0.001;0.004;0.007;0.01;0.013;0.016;0.019;0.02;0 873 0.443834 1966.95161 0.079962 10917.68590 
0.001;0.004;0.007;0.01;0.013;0.016;0.019;0.02;0 950 0.491499 1932.86253 0.079989 11876.63304 
0.001;0.004;0.007;0.01;0.013;0.016;0.019;0.02;0 936 0.464123 2016.70678 0.079882 11717.28299 
0.001;0.004;0.007;0.01;0.013;0.016;0.019;0.02;0 883 0.443717 1990.00714 0.079948 11044.67904 
0.001;0.004;0.007;0.01;0.013;0.016;0.019;0.02;0 914 0.461344 1981.16807 0.079970 11429.28598 
0.001;0.004;0.007;0.01;0.013;0.016;0.019;0.02;0 888 0.452552 1962.20545 0.079945 11107.63650 
0.001;0.004;0.007;0.01;0.013;0.016;0.019;0.02;0 880 0.449976 1955.65986 0.079962 11005.22748 
0.001;0.004;0.007;0.01;0.013;0.016;0.019;0.02;0 884 0.449954 1964.64527 0.079797 11078.11071 
0.001;0.004;0.007;0.01;0.013;0.016;0.019;0.02;0 857 0.428233 2001.24698 0.079989 10713.97317 
0.001;0.004;0.007;0.01;0.013;0.016;0.019;0.02;0 915 0.175921 5201.19827 0.079994 11438.35788 
0.001;0.004;0.007;0.01;0.013;0.016;0.019;0.02;0 902 0.173346 5203.46590 0.079992 11276.12761 
0.001;0.004;0.007;0.01;0.013;0.016;0.019;0.02;0 915 0.179906 5085.98935 0.079994 11438.35788 
0.001;0.004;0.007;0.01;0.013;0.016;0.019;0.02;0 932 0.183208 5087.11410 0.079890 11666.04081 
0.001;0.004;0.007;0.01;0.013;0.016;0.019;0.02;0 953 0.180314 5285.22466 0.079920 11924.42442 
0.001;0.004;0.007;0.01;0.013;0.016;0.019;0.02;0 930 0.180114 5163.39652 0.079989 11626.59866 
0.001;0.004;0.007;0.01;0.013;0.016;0.019;0.02;0 856 0.166225 5149.64656 0.079989 10701.47145 
0.001;0.004;0.007;0.01;0.013;0.016;0.019;0.02;0 928 0.180438 5143.04082 0.079995 11600.72505 
0.001;0.004;0.007;0.01;0.013;0.016;0.019;0.02;0 873 0.169458 5151.71901 0.079867 10930.67224 
0.001;0.004;0.007;0.01;0.013;0.016;0.019;0.02;0 860 0.167332 5139.48318 0.079891 10764.66686 
0.001;0.004;0.007;0.01;0.013;0.016;0.019;0.02;0 904 0.175052 5164.17979 0.079999 11300.14125 
0.001;0.004;0.007;0.01;0.013;0.016;0.019;0.02;0 911 0.175547 5189.49341 0.079992 11388.63886 
0.001;0.004;0.007;0.01;0.013;0.016;0.019;0.02;0 892 0.172658 5166.28248 0.079923 11160.74221 
0.001;0.004;0.007;0.01;0.013;0.016;0.019;0.02;0 871 0.169740 5131.37740 0.079891 10902.35446 
0.001;0.004;0.007;0.01;0.013;0.016;0.019;0.02;0 898 0.174580 5143.77363 0.079996 11225.56128 
0.001;0.004;0.007;0.01;0.013;0.016;0.019;0.02;0 846 0.164748 5135.11545 0.079882 10590.62117 
0.001;0.004;0.007;0.01;0.013;0.016;0.019;0.02;0 853 0.166731 5116.02521 0.079991 10663.69967 
0.001;0.004;0.007;0.01;0.013;0.016;0.019;0.02;0 879 0.171991 5110.73254 0.079988 10989.14837 
0.001;0.004;0.007;0.01;0.013;0.016;0.019;0.02;0 923 0.175683 5253.78096 0.079978 11540.67369 
0.001;0.004;0.007;0.01;0.013;0.016;0.019;0.02;0 920 0.178487 5154.43702 0.079980 11502.87572 
0.001;0.004;0.007;0.01;0.013;0.016;0.019;0.02;0 908 0.175677 5168.57642 0.079981 11352.69627 
0.001;0.004;0.007;0.01;0.013;0.016;0.019;0.02;0 899 0.174310 5157.47806 0.079960 11243.12156 
0.001;0.004;0.007;0.01;0.013;0.016;0.019;0.02;0 885 0.171752 5152.77842 0.079964 11067.48037 
0.001;0.004;0.007;0.01;0.013;0.016;0.019;0.02;0 891 0.172092 5177.46322 0.079999 11137.63922 
0.001;0.004;0.007;0.01;0.013;0.016;0.019;0.02;0 850 0.165452 5137.44167 0.079950 10631.64478 
0.001;0.004;0.007;0.01;0.013;0.016;0.019;0.02;0 940 0.180450 5209.19922 0.079986 11752.05661 
0.001;0.004;0.007;0.01;0.013;0.016;0.019;0.02;0 909 0.173895 5227.29233 0.079992 11363.63636 
0.001;0.004;0.007;0.01;0.013;0.016;0.019;0.02;0 925 0.180154 5134.49604 0.079985 11564.66838 
0.001;0.004;0.007;0.01;0.013;0.016;0.019;0.02;0 929 0.178778 5196.38882 0.079896 11627.61590 
0.001;0.004;0.007;0.01;0.013;0.016;0.019;0.02;0 913 0.177404 5146.44540 0.079924 11423.35218 
0.001;0.004;0.007;0.01;0.013;0.016;0.019;0.02;0 897 0.125440 7150.82908 0.079993 11213.48118 
0.001;0.004;0.007;0.01;0.013;0.016;0.019;0.02;0 909 0.129988 6992.95320 0.079991 11363.77843 
0.001;0.004;0.007;0.01;0.013;0.016;0.019;0.02;0 885 0.125830 7033.29890 0.079872 11080.22837 
0.001;0.004;0.007;0.01;0.013;0.016;0.019;0.02;0 929 0.127192 7303.91849 0.079999 11612.64516 
0.001;0.004;0.007;0.01;0.013;0.016;0.019;0.02;0 927 0.131122 7069.75183 0.079956 11593.87663 
0.001;0.004;0.007;0.01;0.013;0.016;0.019;0.02;0 933 0.131038 7120.07204 0.079957 11668.77196 
0.001;0.004;0.007;0.01;0.013;0.016;0.019;0.02;0 939 0.129143 7271.00966 0.079892 11753.36705 
0.001;0.004;0.007;0.01;0.013;0.016;0.019;0.02;0 886 0.129768 6827.56920 0.079990 11076.38455 
0.001;0.004;0.007;0.01;0.013;0.016;0.019;0.02;0 859 0.126012 6816.81110 0.079938 10745.82802 
0.001;0.004;0.007;0.01;0.013;0.016;0.019;0.02;0 882 0.127856 6898.38568 0.079965 11029.82555 
0.001;0.004;0.007;0.01;0.013;0.016;0.019;0.02;0 865 0.124503 6947.62375 0.079890 10827.38766 
0.001;0.004;0.007;0.01;0.013;0.016;0.019;0.02;0 953 0.133175 7155.99775 0.079970 11916.96886 
0.001;0.004;0.007;0.01;0.013;0.016;0.019;0.02;0 866 0.116880 7409.30869 0.079996 10825.54128 
