0.001;0.004;0.007;0.01;0.013;0.016;0.019;0.02;0 877 0.169433 5176.08730 0.079993 10963.45930 
0.001;0.004;0.007;0.01;0.013;0.016;0.019;0.02;0 885 0.170541 5189.36795 0.079987 11064.29795 
0.001;0.004;0.007;0.01;0.013;0.016;0.019;0.02;0 906 0.175161 5172.38426 0.079908 11338.03874 
0.001;0.004;0.007;0.01;0.013;0.016;0.019;0.02;0 911 0.176767 5153.67687 0.079925 11398.18580 
0.001;0.004;0.007;0.01;0.013;0.016;0.019;0.02;0 886 0.175193 5057.27969 0.079851 11095.66568 
0.001;0.004;0.007;0.01;0.013;0.016;0.019;0.02;0 882 0.170667 5167.95866 0.079965 11029.82555 
0.001;0.004;0.007;0.01;0.013;0.016;0.019;0.02;0 854 0.166335 5134.21709 0.079800 10701.75439 
0.001;0.004;0.007;0.01;0.013;0.016;0.019;0.02;0 880 0.170407 5164.10711 0.079984 11002.20044 
0.001;0.004;0.007;0.01;0.013;0.016;0.019;0.02;0 908 0.175377 5177.41779 0.079998 11350.28376 
0.001;0.004;0.007;0.01;0.013;0.016;0.019;0.02;0 910 0.175022 5199.34637 0.079947 11382.54093  
0.001;0.004;0.007;0.01;0.013;0.016;0.019;0.02;0 848 0.121043 7005.77481 0.079982 10602.38554 
0.001;0.004;0.007;0.01;0.013;0.016;0.019;0.02;0 902 0.124296 7256.87070 0.079995 11275.70473 
0.001;0.004;0.007;0.01;0.013;0.016;0.019;0.02;0 898 0.126015 7126.13578 0.079825 11249.60852 
0.001;0.004;0.007;0.01;0.013;0.016;0.019;0.02;0 929 0.133746 6946.00212 0.079923 11623.68780 
0.001;0.004;0.007;0.01;0.013;0.016;0.019;0.02;0 895 0.127074 7043.14022 0.079975 11190.99719 
0.001;0.004;0.007;0.01;0.013;0.016;0.019;0.02;0 903 0.109124 8274.98992 0.079983 11289.89910 
0.001;0.004;0.007;0.01;0.013;0.016;0.019;0.02;0 879 0.106975 8216.87310 0.079910 10999.87486 
0.001;0.004;0.007;0.01;0.013;0.016;0.019;0.02;0 942 0.109933 8568.85558 0.079947 11782.80611 
0.001;0.004;0.007;0.01;0.013;0.016;0.019;0.02;0 927 0.112651 8228.95491 0.079988 11589.23839 
0.001;0.004;0.007;0.01;0.013;0.016;0.019;0.02;0 921 0.109644 8399.91244 0.079926 11523.15892 
