sourcedatagen1:.71535572622162207781;calc2:.61614772343657692632;watermarkassigner3:.48202907418347539876;minibatchassigner4:.44396283441640644780;calc5:.43896636846991307283;nexmarkq26writer:.00690459110473457675;
sourcedatagen1:.72314113769428414978;calc2:.61036813950549681984;watermarkassigner3:.47444031422433764373;minibatchassigner4:.44247162082473358325;calc5:.43416847436923465734;nexmarkq26writer:.01163335579798660545;
sourcedatagen1:.70855488036460311431;calc2:.61174278389669578427;watermarkassigner3:.48204150314385787230;minibatchassigner4:.44456576781871122926;calc5:.44082716166603367514;nexmarkq26writer:.00746402498206524032;
sourcedatagen1:.71186663679186293717;calc2:.61329932469048313810;watermarkassigner3:.48378683980157572220;minibatchassigner4:.44522228938263370711;calc5:.43957386718912835049;nexmarkq26writer:.00689639001208887406;
sourcedatagen1:.71878651767455448437;calc2:.61284091857601936480;watermarkassigner3:.47897494887525562372;minibatchassigner4:.44313024289470389382;calc5:.43863335211385167563;nexmarkq26writer:.00656666040649388589;
sourcedatagen1:.72359308153678382686;calc2:.61322718312222129016;watermarkassigner3:.47886083382266588373;minibatchassigner4:.44034948829796158040;calc5:.43547757109302910829;nexmarkq26writer:.00789048737522019964;
sourcedatagen1:.71192827442827442827;calc2:.61627728690228690228;watermarkassigner3:.48825233887733887733;minibatchassigner4:.45184121621621621621;calc5:.44629287941787941787;nexmarkq26writer:.01509875259875259875;
sourcedatagen1:.70805057718850642017;calc2:.62514508135011920197;watermarkassigner3:.49021681166088083985;minibatchassigner4:.45606779873687732652;calc5:.45312173240202434229;nexmarkq26writer:.00806181772554268267;
sourcedatagen1:.70927279090484876765;calc2:.61528019344164934458;watermarkassigner3:.48811935264921732490;minibatchassigner4:.45072355024816527383;calc5:.44927326814575997963;nexmarkq26writer:.00797655156322911805;
sourcedatagen1:.71345365372638571725;calc2:.61574631513390076811;watermarkassigner3:.48050913431596429312;minibatchassigner4:.44069571309943948515;calc5:.43352190159850529375;nexmarkq26writer:.00640440107951006850;
sourcedatagen1:.71441111769185210254;calc2:.61434316566545393011;watermarkassigner3:.48051733437685083340;minibatchassigner4:.43966811913021406210;calc5:.43779348929689483035;nexmarkq26writer:.00705035324477536170;
sourcedatagen1:.70564651906726155400;calc2:.61162818839969694418;watermarkassigner3:.48297284072733395066;minibatchassigner4:.44490671563262900917;calc5:.43864435137637848303;nexmarkq26writer:.00764084729354322754;
sourcedatagen1:.72269031565065725103;calc2:.60721540392223592972;watermarkassigner3:.47179297656017356532;minibatchassigner4:.43410340536861360445;calc5:.42797491172842132130;nexmarkq26writer:.00685965882503084187;
sourcedatagen1:.71113702823242310767;calc2:.61686766314637943366;watermarkassigner3:.48258088946859090335;minibatchassigner4:.44343391046408886270;calc5:.43819555476080279378;nexmarkq26writer:.00758535995287583624;
sourcedatagen1:.70710650290233027677;calc2:.61698178682594430890;watermarkassigner3:.48314729326154622697;minibatchassigner4:.44676037898544628585;calc5:.44272892655842517035;nexmarkq26writer:.00745299486834356860;
