sourcedatagen1:.93147895224623189112;calc2:.81150919467343056436;watermarkassigner3:.62938393249109799521;minibatchassigner4:.65366323593971025803;calc5:.53952246231891127262;nexmarkq26writer:.00318277157211843324;
sourcedatagen1:.87255589752874083461;calc2:.74290531365981714492;watermarkassigner3:.57222549108355209559;minibatchassigner4:.57086765637729700371;calc5:.48093373766633475151;nexmarkq26writer:.00267040825563501403;
sourcedatagen1:.87118582953982061567;calc2:.74737458872312615495;watermarkassigner3:.56953396132870599900;minibatchassigner4:.57371433722450083382;calc5:.47704737008157930319;nexmarkq26writer:.00240005408572587551;
sourcedatagen1:.91112589705812461384;calc2:.79659949622166246851;watermarkassigner3:.64793736039161636804;minibatchassigner4:.62978232973717979183;calc5:.53964878095147569031;nexmarkq26writer:.00264958889786607100;
sourcedatagen1:.94655913447287817409;calc2:.84296265191186641636;watermarkassigner3:.66102657840134374073;minibatchassigner4:.65765487600039521786;calc5:.56826153542140104732;nexmarkq26writer:.00303823732832724039;
sourcedatagen1:.95095000000000000000;calc2:.84193750000000000000;watermarkassigner3:.65656250000000000000;minibatchassigner4:.65478750000000000000;calc5:.55892500000000000000;nexmarkq26writer:.00293750000000000000;
sourcedatagen1:.90393195132942767012;calc2:.76429698062190175754;watermarkassigner3:.59685669220369535826;minibatchassigner4:.60073231185218566922;calc5:.50917079765660207300;nexmarkq26writer:.00256872465074357818;
sourcedatagen1:.88423335198656966983;calc2:.76925946651744077597;watermarkassigner3:.60050596903562768140;minibatchassigner4:.59683361313187838089;calc5:.50833566498787539638;nexmarkq26writer:.00256481999626935273;
sourcedatagen1:.95396695063122241609;calc2:.85284306681720209381;watermarkassigner3:.67430462896438468644;minibatchassigner4:.66396387149748537411;calc5:.58187929795750795442;nexmarkq26writer:.00298932566971158780;
sourcedatagen1:.92019054770732623081;calc2:.80270568357816679964;watermarkassigner3:.61730886563101328201;minibatchassigner4:.61063265593466935748;calc5:.51294175623034683437;nexmarkq26writer:.00329703853193786079;
sourcedatagen1:.85878271298239602518;calc2:.73123955968646935366;watermarkassigner3:.55674176553732813637;minibatchassigner4:.55497494324752644879;calc5:.45301323510515269627;nexmarkq26writer:.00318028012164303764;
sourcedatagen1:.89044740297966761762;calc2:.77395507856722365620;watermarkassigner3:.60460535253362314902;minibatchassigner4:.59707693701036996784;calc5:.50804917810080152153;nexmarkq26writer:.00312457546529004211;
sourcedatagen1:.94603701714118279044;calc2:.82811202812912047663;watermarkassigner3:.64776334423987888850;minibatchassigner4:.64611515358695121355;calc5:.55058113981540264687;nexmarkq26writer:.00263710504468427992;
sourcedatagen1:.89048662254125104875;calc2:.77352708119697958422;watermarkassigner3:.60127482054628507504;minibatchassigner4:.61508343432460147291;calc5:.51012631677076535844;nexmarkq26writer:.00264519436934837326;
sourcedatagen1:.92209913364578895043;calc2:.80131846802064100743;watermarkassigner3:.62059129858448137101;minibatchassigner4:.62414193059697959570;calc5:.52764758793731950953;nexmarkq26writer:.00258012592908204327;
