sourcedatagen1:.81792389853137516688;calc2:.73064394501310389160;watermarkassigner3:.57005019037729318103;minibatchassigner4:.51365091727241259951;calc5:.51845052662809672155;nexmarkq26writer:.00605127824753992978;
sourcedatagen1:.81300767429112473214;calc2:.72972728858324612547;watermarkassigner3:.57507661832859919270;minibatchassigner4:.52205112871879204664;calc5:.52410362784671350974;nexmarkq26writer:.00793591468580256141;
sourcedatagen1:.81007756710169908889;calc2:.72276532873676434375;watermarkassigner3:.56469157842895838463;minibatchassigner4:.50908643191332184191;calc5:.51407904457030288106;nexmarkq26writer:.00593142083230731346;
sourcedatagen1:.81550089467667379094;calc2:.72893160693871464784;watermarkassigner3:.57222650231124807395;minibatchassigner4:.51593021521944430637;calc5:.51913924648342362940;nexmarkq26writer:.00564453998707689248;
sourcedatagen1:.81064791873141724479;calc2:.72792678394449950445;watermarkassigner3:.57217851833498513379;minibatchassigner4:.51738416749256689791;calc5:.52011273538156590683;nexmarkq26writer:.00612301783944499504;
sourcedatagen1:.80904713014569277402;calc2:.71617104233890681529;watermarkassigner3:.56030605260584726703;minibatchassigner4:.50576293145594993644;calc5:.50675906913073237508;nexmarkq26writer:.00556125941136208076;
sourcedatagen1:.81097545921390479952;calc2:.72448400158009085522;watermarkassigner3:.56993136480347619988;minibatchassigner4:.51453560142208176970;calc5:.51493062413588781354;nexmarkq26writer:.00631110507604187240;
sourcedatagen1:.81068398925319667645;calc2:.72106199313398676551;watermarkassigner3:.56395218667595402756;minibatchassigner4:.50588026767500870690;calc5:.51067528235235583859;nexmarkq26writer:.00598910393551918005;
sourcedatagen1:.80663918059458659961;calc2:.72265567223783463984;watermarkassigner3:.56676465512991174875;minibatchassigner4:.50952460188335058916;calc5:.51406658285263521175;nexmarkq26writer:.00593477296257950007;
sourcedatagen1:.81133766940350183005;calc2:.72695741418537936492;watermarkassigner3:.56938124443565139974;minibatchassigner4:.51325860619250173113;calc5:.51488463250568800079;nexmarkq26writer:.00617024433672964684;
sourcedatagen1:.81466516299471637922;calc2:.72432334762237065098;watermarkassigner3:.56932571528262386601;minibatchassigner4:.51524337055129099790;calc5:.51739295683381517296;nexmarkq26writer:.00726497856644402352;
sourcedatagen1:.80799524446425917669;calc2:.71669576955466389260;watermarkassigner3:.56399848912666567593;minibatchassigner4:.50608683806410065883;calc5:.50693206023678605042;nexmarkq26writer:.00657291821469262396;
sourcedatagen1:.79640365530116930333;calc2:.70823609609904687039;watermarkassigner3:.55420617569028200845;minibatchassigner4:.49891299007566080377;calc5:.49918013658248992826;nexmarkq26writer:.00572676132455536995;
sourcedatagen1:.80798901997719724384;calc2:.71772294651266544391;watermarkassigner3:.56332412135031973429;minibatchassigner4:.50687800525454815842;calc5:.50924812868685867248;nexmarkq26writer:.00746666336191939721;
sourcedatagen1:.80891312407315867523;calc2:.71964903608502224419;watermarkassigner3:.56229300543746910528;minibatchassigner4:.50891003460207612456;calc5:.50787506178942165101;nexmarkq26writer:.00735912011863568956;
