rate,pearson,spearman,r2,mae,rmse,mape,max_error,auc_real,auc_sim,auc_error_pct
2000000,nan,nan,-0.03164967433137411,31737.904704520388,87994.4293554113,5.1097771719918015,1274930.0,808732491.9866297,798667149.1999999,1.2445824653223156
